"employee_id","full_name","job_title","department","business_unit","gender","ethnicity","age","hire_date","annual_salary","bonus_percent","country","city","exit_date"
"E02420","Alice Sharma","Account Representative","Sales","Research & Development","Female","Asian",51,"2018-10-05",50975,0,"China","Chengdu",NULL
"E02421","Leo Simmons","Analyst","Accounting","Research & Development","Male","Black",38,"2017-12-13",52200,0,"United States","Phoenix",NULL
"E02422","Asher Hong","Director","Finance","Research & Development","Male","Asian",53,"2018-04-17",154141,26,"China","Chongqing",NULL
"E02423","Gianna Ramirez","Field Engineer","Engineering","Specialty Products","Female","Latino",59,"1993-07-25",69245,0,"United States","Phoenix",NULL
"E02424","Thomas Smith","Field Engineer","Engineering","Specialty Products","Male","Caucasian",57,"1999-04-02",78212,0,"United States","Miami","2010-09-05"
"E02425","Carter Hunter","Sr. Analyst","Accounting","Corporate","Male","Caucasian",41,"2019-10-07",72650,0,"United States","Austin","2020-08-21"
"E02426","Charlotte Green","Automation Engineer","Engineering","Research & Development","Female","Caucasian",33,"2020-11-10",124681,0,"United States","Phoenix",NULL
"E02427","Lincoln Holmes","Network Administrator","It","Research & Development","Male","Black",35,"2013-08-21",89051,0,"United States","Chicago",NULL
"E02428","Hudson Hu","Automation Engineer","Engineering","Research & Development","Male","Asian",36,"2019-12-02",121049,0,"United States","Seattle","2023-01-08"
"E02429","Noah Mitchell","Network Engineer","It","Research & Development","Male","Caucasian",54,"2007-06-15",70519,0,"United States","Columbus",NULL
"E02430","Liliana Choi","Manager","It","Research & Development","Female","Asian",55,"2007-01-25",106302,8,"United States","Austin",NULL
"E02431","Leonardo Cho","Engineering Manager","Engineering","Specialty Products","Male","Asian",38,"2008-08-25",119960,15,"United States","Columbus",NULL
"E02432","Oliver Delgado","Test Engineer","Engineering","Research & Development","Male","Latino",45,"2017-02-22",84309,0,"Brazil","Manaus",NULL
"E02433","Isabella Roberts","Vice President","Engineering","Manufacturing","Female","Caucasian",53,"2007-08-20",92368,33,"United States","Austin",NULL
"E02434","Luca Desai","Manager","Sales","Specialty Products","Male","Asian",45,"2017-05-23",112076,6,"China","Chengdu",NULL
"E02435","William Juarez","Technical Architect","It","Specialty Products","Male","Latino",65,"2016-07-29",88533,0,"Brazil","Rio De Janeiro",NULL
"E02436","Ryan Alvarez","Hris Analyst","Human Resources","Research & Development","Male","Latino",62,"2018-11-29",72025,0,"Brazil","Manaus",NULL
"E02437","Hudson Ha","Field Engineer","Engineering","Manufacturing","Male","Asian",59,"2004-02-06",67947,0,"China","Shanghai",NULL
"E02438","Hannah Brown","Cloud Infrastructure Architect","It","Manufacturing","Female","Caucasian",42,"2020-07-12",79764,0,"United States","Austin","2021-02-05"
"E02439","Hadley Le","Cloud Infrastructure Architect","It","Research & Development","Female","Asian",33,"2015-03-18",60690,0,"China","Chongqing",NULL
"E02440","Jaxson Shah","Analyst","Accounting","Corporate","Male","Asian",29,"2018-08-25",44520,0,"United States","Chicago",NULL
"E02441","Christopher Delgado","Network Architect","It","Corporate","Male","Latino",33,"2022-06-24",84317,0,"Brazil","Rio De Janeiro",NULL
"E02442","Hannah Ng","Director","Sales","Manufacturing","Female","Asian",36,"2015-05-14",151055,19,"United States","Columbus",NULL
"E02443","Austin Ngo","Network Architect","It","Research & Development","Male","Asian",43,"2020-03-27",62492,0,"United States","Columbus",NULL
"E02444","Gianna Han","Hris Analyst","Human Resources","Research & Development","Female","Asian",51,"2011-02-27",72589,0,"United States","Austin",NULL
"E02445","Isaac Choi","Operations Engineer","Engineering","Corporate","Male","Asian",27,"2021-01-21",82286,0,"United States","Chicago","2022-11-02"
"E02446","Madeline Smith","Cloud Infrastructure Architect","It","Research & Development","Female","Caucasian",55,"2011-11-23",66660,0,"United States","Phoenix","2017-11-16"
"E02447","Ellie Fernandez","Quality Engineer","Engineering","Specialty Products","Female","Latino",62,"2009-08-18",86805,0,"United States","Austin",NULL
"E02448","Lyla Lai","Manager","Human Resources","Specialty Products","Female","Asian",46,"2004-08-11",125878,10,"United States","Austin","2009-01-29"
"E02449","Emily Moore","Analyst","Accounting","Research & Development","Female","Black",47,"2009-11-08",50290,0,"United States","Columbus",NULL
"E02450","Aubrey Moreno","Computer Systems Manager","It","Research & Development","Female","Latino",57,"2000-06-30",97083,6,"United States","Austin","2008-11-26"
"E02451","Nova Xiong","Network Administrator","It","Corporate","Female","Asian",49,"2019-04-10",93306,0,"China","Beijing",NULL
"E02452","Eva Lam","Field Engineer","Engineering","Manufacturing","Female","Asian",42,"2022-03-08",73404,0,"United States","Austin",NULL
"E02453","Caroline Chau","It Systems Architect","It","Specialty Products","Female","Asian",55,"2022-12-07",91179,0,"United States","Columbus","2023-02-01"
"E02454","Sofia Chen","Manager","Finance","Specialty Products","Female","Asian",46,"2006-08-27",108003,5,"China","Chengdu",NULL
"E02455","Christopher Sharma","System Administrator ","It","Corporate","Male","Asian",45,"2004-04-16",81384,0,"China","Beijing",NULL
"E02456","Lucas Grant","Sr. Business Partner","Human Resources","Manufacturing","Male","Caucasian",53,"2012-03-28",97218,0,"United States","Austin",NULL
"E02457","Delilah Washington","Analyst","Sales","Research & Development","Female","Caucasian",46,"2006-09-17",42944,0,"United States","Miami",NULL
"E02458","Eloise Molina","Analyst","Finance","Research & Development","Female","Latino",48,"2015-01-18",43980,0,"United States","Columbus",NULL
"E02459","Clara Desai","Manager","Marketing","Corporate","Female","Asian",33,"2014-11-20",109533,5,"China","Chengdu",NULL
"E02460","Audrey Campbell","Vice President","Accounting","Research & Development","Female","Caucasian",56,"2008-07-30",92368,39,"United States","Miami",NULL
"E02461","Delilah Alvarez","System Administrator ","It","Manufacturing","Female","Latino",59,"2007-11-27",71580,0,"United States","Seattle",NULL
"E02462","Luke Luna","Analyst Ii","Finance","Manufacturing","Male","Latino",55,"2012-11-16",66172,0,"Brazil","Manaus",NULL
"E02463","Elizabeth Tan","Vice President","Marketing","Research & Development","Female","Asian",46,"2018-07-27",92368,30,"United States","Chicago",NULL
"E02464","Sophia Wang","Analyst","Marketing","Specialty Products","Female","Asian",50,"2000-05-20",48733,0,"United States","Seattle",NULL
"E02465","Nova Park","Analyst","Sales","Corporate","Female","Asian",29,"2017-07-23",48563,0,"China","Shanghai",NULL
"E02466","Josiah Khan","Cloud Infrastructure Architect","It","Manufacturing","Male","Asian",57,"2004-10-26",86592,0,"China","Chongqing",NULL
"E02467","Madison Gray","Vice President","Finance","Research & Development","Female","Caucasian",39,"2011-08-29",189823,38,"United States","Columbus",NULL
"E02468","Luca Washington","Enterprise Architect","It","Corporate","Male","Black",40,"2022-06-27",65075,0,"United States","Phoenix",NULL
"E02469","Isaac Cruz","Vice President","Human Resources","Specialty Products","Male","Latino",33,"2018-05-09",187917,35,"United States","Chicago",NULL
"E02470","Ellie Ortega","Analyst","Sales","Specialty Products","Female","Latino",49,"2020-10-20",42242,0,"Brazil","Sao Paulo",NULL
"E02471","Ian Huang","Analyst","Sales","Research & Development","Male","Asian",54,"1998-02-07",53931,0,"United States","Columbus",NULL
"E02472","Jayden Ahmed","Sr. Manager","It","Corporate","Male","Asian",51,"2006-03-28",140668,12,"China","Chengdu",NULL
"E02473","Violet Simmons","Analyst","Marketing","Research & Development","Female","Caucasian",33,"2017-10-23",53948,0,"United States","Phoenix",NULL
"E02474","William Roberts","Director","It","Research & Development","Male","Caucasian",34,"2017-04-12",174257,30,"United States","Miami",NULL
"E02475","Penelope Sandoval","Sr. Manager","Sales","Corporate","Female","Latino",28,"2019-12-18",132209,14,"Brazil","Rio De Janeiro",NULL
"E02476","Emilia Ortiz","Vice President","Marketing","Research & Development","Female","Latino",34,"2017-07-16",92368,38,"United States","Miami",NULL
"E02477","Layla Gutierrez","Computer Systems Manager","It","Specialty Products","Female","Latino",39,"2022-05-05",65957,5,"Brazil","Rio De Janeiro",NULL
"E02478","Dylan Vu","Manager","Human Resources","Specialty Products","Male","Asian",63,"2004-07-22",106481,5,"China","Beijing",NULL
"E02479","Peyton Wong","Vice President","Accounting","Manufacturing","Female","Asian",35,"2020-08-05",92368,37,"United States","Chicago",NULL
"E02480","Santiago F Banks","Sr. Manager","It","Specialty Products","Male","Caucasian",44,"2019-08-16",151481,11,"United States","Chicago",NULL
"E02481","Caroline Wong","Analyst","Sales","Research & Development","Female","Asian",37,"2017-03-08",40508,0,"China","Beijing",NULL
"E02482","Quinn Ho","Vice President","Accounting","Research & Development","Female","Asian",45,"2002-07-20",92368,30,"United States","Columbus",NULL
"E02483","Caroline Nunez","Vice President","Finance","Manufacturing","Female","Latino",65,"2002-12-20",92368,39,"Brazil","Sao Paulo",NULL
"E02484","Carson Brown","Sr. Manager","Human Resources","Research & Development","Male","Black",65,"2007-11-05",149474,14,"United States","Phoenix",NULL
"E02485","Olivia Maldonado","Test Engineer","Engineering","Research & Development","Female","Latino",63,"2002-02-18",86820,0,"United States","Chicago",NULL
"E02486","Emilia Chung","Director","Finance","Manufacturing","Female","Asian",55,"1994-11-08",184078,28,"China","Shanghai",NULL
"E02487","Leilani Shin","Analyst","Accounting","Corporate","Female","Asian",58,"2013-12-18",55174,0,"United States","Austin",NULL
"E02488","Abigail Zhu","Director","Finance","Corporate","Female","Asian",31,"2022-01-17",152474,27,"United States","Austin",NULL
"E02489","Autumn Xiong","Network Administrator","It","Specialty Products","Female","Asian",28,"2020-02-13",75172,0,"China","Shanghai",NULL
"E02490","Hailey Cruz","Business Partner","Human Resources","Manufacturing","Female","Latino",50,"2008-08-10",56002,0,"United States","Austin",NULL
"E02491","Piper Cruz","Director","Sales","Research & Development","Female","Latino",61,"2013-04-13",195636,21,"Brazil","Rio De Janeiro",NULL
"E02492","Jaxson Jackson","Enterprise Architect","It","Specialty Products","Male","Caucasian",53,"1997-03-01",63165,0,"United States","Seattle",NULL
"E02493","Serenity Mehta","Analyst","Sales","Research & Development","Female","Asian",51,"1998-07-21",57277,0,"China","Shanghai",NULL
"E02494","Peyton Gomez","Analyst","Finance","Specialty Products","Female","Latino",56,"2020-01-14",42950,0,"Brazil","Rio De Janeiro",NULL
"E02495","Ethan Vargas","Director","It","Research & Development","Male","Latino",38,"2018-10-09",168410,30,"United States","Chicago",NULL
"E02496","Serenity Morris","Manager","It","Corporate","Female","Caucasian",41,"2008-04-12",114588,5,"United States","Miami",NULL
"E02497","Vivian Chan","Sr. Analyst","Sales","Specialty Products","Female","Asian",61,"1997-05-12",72546,0,"China","Beijing","2021-03-29"
"E02498","Lincoln Singh","Analyst","Sales","Corporate","Male","Asian",33,"2021-01-09",92368,0,"China","Shanghai",NULL
"E02499","Ayla Lim","Director","Marketing","Corporate","Female","Asian",41,"2021-09-05",192266,23,"China","Chengdu",NULL
"E02500","Leilani Hong","System Administrator ","It","Manufacturing","Female","Asian",36,"2013-12-20",79876,0,"United States","Seattle","2023-02-02"
"E02501","Victoria Doan","Manager","Sales","Corporate","Female","Asian",42,"2018-03-06",112593,5,"United States","Seattle",NULL
"E02502","Naomi Wright","System Administrator ","It","Manufacturing","Female","Caucasian",36,"2016-11-03",99249,0,"United States","Miami",NULL
"E02503","Scarlett Howard","Manager","Finance","Manufacturing","Female","Caucasian",55,"2012-08-12",117421,5,"United States","Austin","2017-08-28"
"E02504","Victoria Vo","Field Engineer","Engineering","Corporate","Female","Asian",44,"2017-12-18",82241,0,"China","Shanghai",NULL
"E02505","Oliver Fernandez","Manager","Marketing","Research & Development","Male","Latino",31,"2022-05-15",125664,5,"Brazil","Manaus",NULL
"E02506","Luca Jiang","Account Representative","Sales","Research & Development","Male","Asian",47,"2013-09-08",57386,0,"China","Beijing",NULL
"E02507","Charlotte Owens","Vice President","Engineering","Corporate","Female","Black",59,"2001-05-11",196740,31,"United States","Miami",NULL
"E02508","Stella Tan","Director","Human Resources","Specialty Products","Female","Asian",48,"2009-08-22",168202,22,"China","Chengdu",NULL
"E02509","Ellie Yoon","Vice President","Human Resources","Specialty Products","Female","Asian",44,"2006-07-11",92368,38,"China","Chongqing",NULL
"E02510","Ella Do","Account Representative","Sales","Manufacturing","Female","Asian",52,"1998-02-28",57433,0,"China","Shanghai",NULL
"E02511","Lucas Cruz","Sr. Analyst","Accounting","Specialty Products","Male","Latino",54,"2009-07-11",74656,0,"United States","Seattle",NULL
"E02512","Sarah Mehta","Hris Analyst","Human Resources","Research & Development","Female","Asian",31,"2016-08-23",62848,0,"China","Chengdu",NULL
"E02513","Anthony Phan","Enterprise Architect","It","Research & Development","Male","Asian",39,"2011-04-11",92523,0,"United States","Miami",NULL
"E02514","David Chu","Sr. Manager","It","Specialty Products","Male","Asian",40,"2012-12-16",142844,11,"United States","Miami",NULL
"E02515","Sebastian Sanders","Manager","Sales","Corporate","Male","Caucasian",39,"2009-01-23",100718,5,"United States","Austin",NULL
"E02516","Jayden Phillips","Director","It","Research & Development","Male","Caucasian",25,"2022-10-13",154186,26,"United States","Austin",NULL
"E02517","Caleb Chan","Operations Engineer","Engineering","Research & Development","Male","Asian",48,"2003-06-24",107586,0,"China","Shanghai",NULL
"E02518","Ariana Santiago","Network Architect","It","Research & Development","Female","Latino",54,"2003-10-28",88906,0,"United States","Phoenix",NULL
"E02519","Quinn Owens","Field Engineer","Engineering","Manufacturing","Female","Caucasian",40,"2018-05-09",74329,0,"United States","Chicago",NULL
"E02520","Eli James","Network Engineer","It","Manufacturing","Male","Caucasian",32,"2021-04-15",86523,0,"United States","Columbus","2021-11-07"
"E02521","Ezra Aguilar","Vice President","It","Manufacturing","Male","Latino",60,"2014-11-05",92368,40,"United States","Miami",NULL
"E02522","Anna Castro","Analyst Ii","Finance","Specialty Products","Female","Latino",29,"2018-05-21",65010,0,"United States","Seattle",NULL
"E02523","Liliana Lewis","Network Administrator","It","Corporate","Female","Caucasian",25,"2021-02-23",82140,0,"United States","Miami",NULL
"E02524","Maverick Alvarado","Solutions Architect","It","Manufacturing","Male","Latino",34,"2016-06-11",75511,0,"Brazil","Manaus",NULL
"E02525","Nora Butler","Vice President","It","Research & Development","Female","Black",26,"2022-05-06",188880,36,"United States","Phoenix",NULL
"E02526","Landon Rodriguez","Sr. Account Representative","Sales","Manufacturing","Male","Latino",39,"2017-11-19",87155,0,"United States","Chicago",NULL
"E02527","Grace Harris","Enterprise Architect","It","Research & Development","Female","Caucasian",34,"2018-10-28",75518,0,"United States","Seattle",NULL
"E02528","Jeremiah Medina","Sr. Manager","It","Research & Development","Male","Latino",54,"1997-09-28",129311,13,"Brazil","Manaus",NULL
"E02529","Charles Bryant","Analyst","Sales","Manufacturing","Male","Caucasian",27,"2022-07-12",56919,0,"United States","Miami","2023-01-10"
"E02530","Elizabeth Dixon","Sr. Manager","Finance","Manufacturing","Female","Caucasian",26,"2020-11-15",153832,14,"United States","Phoenix",NULL
"E02531","Riley Phillips","Vice President","Engineering","Specialty Products","Female","Caucasian",26,"2022-08-05",92368,35,"United States","Phoenix",NULL
"E02532","Gianna Cruz","Manager","Sales","Corporate","Female","Latino",29,"2019-07-02",106456,10,"United States","Columbus",NULL
"E02533","Lincoln Cruz","Network Architect","It","Corporate","Male","Latino",64,"1997-07-15",72772,0,"Brazil","Manaus",NULL
"E02534","Ezekiel Contreras","Sr. Manager","Accounting","Research & Development","Male","Latino",45,"2001-08-10",143146,14,"United States","Chicago",NULL
"E02535","Amelia Do","Analyst Ii","Marketing","Manufacturing","Female","Asian",45,"2018-12-24",74776,0,"United States","Seattle",NULL
"E02536","Anthony Perez","Sr. Account Representative","Sales","Specialty Products","Male","Latino",51,"2021-09-13",92305,0,"United States","Chicago",NULL
"E02537","Elias Maldonado","It Systems Architect","It","Manufacturing","Male","Latino",56,"2005-04-01",94724,0,"United States","Chicago",NULL
"E02538","Liam Luong","Technical Architect","It","Specialty Products","Male","Asian",58,"1995-11-13",88019,0,"United States","Austin",NULL
"E02539","Jordan Ford","Manager","Human Resources","Corporate","Male","Black",43,"2016-09-19",108000,10,"United States","Columbus",NULL
"E02540","Mateo Chung","Network Architect","It","Corporate","Male","Asian",52,"2018-07-27",81438,0,"China","Beijing",NULL
"E02541","Jameson Vang","Computer Systems Manager","It","Corporate","Male","Asian",41,"2018-05-23",95669,10,"China","Shanghai","2021-06-09"
"E02542","Samuel Thomas","Vice President","Accounting","Specialty Products","Male","Caucasian",43,"2016-02-15",180385,33,"United States","Columbus",NULL
"E02543","Gabriel Rodriguez","It Coordinator","It","Research & Development","Male","Latino",36,"2016-01-30",45184,0,"Brazil","Sao Paulo",NULL
"E02544","Wyatt Robinson","Development Engineer","Engineering","Research & Development","Male","Caucasian",55,"2007-08-08",70451,0,"United States","Seattle",NULL
"E02545","Anna Huynh","Technical Architect","It","Specialty Products","Female","Asian",39,"2009-04-05",63259,0,"United States","Chicago",NULL
"E02546","Lucy Simmons","Analyst Ii","Accounting","Corporate","Female","Caucasian",56,"2001-03-01",73778,0,"United States","Miami",NULL
"E02547","Austin Ng","Sr. Manager","Sales","Research & Development","Male","Asian",45,"2009-03-03",126697,13,"China","Beijing",NULL
"E02548","Madeline Cruz","System Administrator ","It","Specialty Products","Female","Latino",63,"2008-05-19",75396,0,"Brazil","Rio De Janeiro",NULL
"E02549","Layla Munoz","Director","Human Resources","Corporate","Female","Latino",39,"2014-09-24",182595,29,"Brazil","Rio De Janeiro","2017-09-14"
"E02550","Alexander Tang","Analyst","Finance","Corporate","Male","Asian",32,"2015-01-29",45424,0,"United States","Austin",NULL
"E02551","Carson Chen","Analyst Ii","Finance","Manufacturing","Male","Asian",45,"2012-12-03",70661,0,"China","Chongqing",NULL
"E02552","Kai Duong","It Coordinator","It","Research & Development","Male","Asian",41,"2018-11-16",57166,0,"China","Shanghai",NULL
"E02553","Ayla Cooper","Operations Engineer","Engineering","Corporate","Female","Caucasian",56,"2017-02-15",101637,0,"United States","Chicago","2019-12-26"
"E02554","Eliza Espinoza","Manager","Marketing","Specialty Products","Female","Latino",30,"2017-12-28",103646,7,"United States","Phoenix",NULL
"E02555","Axel King","Automation Engineer","Engineering","Manufacturing","Male","Caucasian",46,"2010-02-21",100757,0,"United States","Chicago",NULL
"E02556","Alexander Carter","Network Administrator","It","Specialty Products","Male","Caucasian",47,"2008-10-04",60963,0,"United States","Seattle",NULL
"E02557","Robert Rogers","Vice President","Engineering","Manufacturing","Male","Caucasian",53,"2011-08-26",92368,34,"United States","Seattle",NULL
"E02558","Anthony Gupta","Cloud Infrastructure Architect","It","Specialty Products","Male","Asian",38,"2021-09-23",70612,0,"China","Chongqing",NULL
"E02559","Jackson Gupta","Service Desk Analyst","It","Research & Development","Male","Asian",65,"1993-06-27",77065,0,"United States","Seattle",NULL
"E02560","Sophia Rodriguez","Development Engineer","Engineering","Specialty Products","Female","Latino",58,"2007-10-31",96256,0,"United States","Chicago",NULL
"E02561","Cora Patel","Analyst Ii","Accounting","Manufacturing","Female","Asian",36,"2011-05-13",65794,0,"United States","Austin",NULL
"E02562","Piper Hsu","Analyst","Accounting","Research & Development","Female","Asian",45,"2015-08-23",48491,0,"United States","Austin","2015-10-08"
"E02563","Hunter Marquez","Operations Engineer","Engineering","Research & Development","Male","Latino",34,"2019-08-07",83220,0,"United States","Chicago",NULL
"E02564","Addison Li","Hris Analyst","Human Resources","Research & Development","Female","Asian",37,"2010-03-04",61680,0,"China","Beijing","2015-06-04"
"E02565","Carson Hoang","Sr. Analyst","Sales","Manufacturing","Male","Asian",43,"2021-10-09",72482,0,"United States","Chicago",NULL
"E02566","Julian Fernandez","Development Engineer","Engineering","Research & Development","Male","Latino",27,"2022-02-07",81713,0,"Brazil","Rio De Janeiro",NULL
"E02567","Caleb Rojas","Analyst Ii","Sales","Manufacturing","Male","Latino",38,"2021-12-04",68281,0,"United States","Miami","2022-03-09"
"E02568","Elizabeth Griffin","Cloud Infrastructure Architect","It","Corporate","Female","Caucasian",60,"1993-09-10",63979,0,"United States","Miami",NULL
"E02569","Nolan Han","Business Partner","Human Resources","Corporate","Male","Asian",29,"2017-11-19",53090,0,"United States","Miami",NULL
"E02570","Cameron Romero","Manager","Sales","Specialty Products","Male","Latino",49,"1997-09-15",108325,10,"Brazil","Manaus",NULL
"E02571","Angel Patterson","Sr. Analyst","Marketing","Corporate","Male","Black",45,"2018-01-07",98289,0,"United States","Columbus",NULL
"E02572","Ryan Foster","It Coordinator","It","Specialty Products","Male","Caucasian",44,"2004-02-22",41275,0,"United States","Austin","2007-06-14"
"E02573","Leonardo Patterson","Sr. Analyst","Finance","Specialty Products","Male","Caucasian",46,"2012-02-06",93642,0,"United States","Columbus",NULL
"E02574","William Song","Director","Human Resources","Research & Development","Male","Asian",36,"2010-10-25",162957,18,"China","Chongqing",NULL
"E02575","Axel Aguilar","Sr. Analyst","Accounting","Manufacturing","Male","Latino",45,"2022-04-10",96029,0,"Brazil","Rio De Janeiro",NULL
"E02576","Liam Valdez","Vice President","Human Resources","Research & Development","Male","Latino",55,"1999-03-01",92368,33,"Brazil","Sao Paulo",NULL
"E02577","Hudson Washington","Cloud Infrastructure Architect","It","Specialty Products","Male","Caucasian",43,"2008-09-17",76819,0,"United States","Phoenix","2022-10-20"
"E02578","Owen Han","Analyst Ii","Sales","Specialty Products","Male","Asian",30,"2022-09-01",66892,0,"United States","Seattle",NULL
"E02579","Harper Washington","Vice President","Marketing","Manufacturing","Female","Caucasian",48,"1999-06-24",92368,34,"United States","Columbus",NULL
"E02580","Brooklyn Parker","Sr. Analyst","Marketing","Specialty Products","Female","Black",60,"2005-03-19",85669,0,"United States","Phoenix",NULL
"E02581","Hudson Oh","It Coordinator","It","Research & Development","Male","Asian",30,"2021-09-09",44454,0,"China","Beijing",NULL
"E02582","Maverick Howard","It Coordinator","It","Specialty Products","Male","Caucasian",25,"2021-04-13",54353,0,"United States","Chicago",NULL
"E02583","Alexander Dominguez","Analyst Ii","Sales","Specialty Products","Male","Latino",58,"2014-11-27",58867,0,"Brazil","Rio De Janeiro",NULL
"E02584","Jack Garcia","Manager","Human Resources","Corporate","Male","Latino",37,"2022-03-21",123918,8,"Brazil","Rio De Janeiro",NULL
"E02585","Aiden Hu","It Coordinator","It","Research & Development","Male","Asian",44,"2010-05-07",56680,0,"United States","Chicago",NULL
"E02586","Cora Espinoza","Business Partner","Human Resources","Research & Development","Female","Latino",53,"2019-10-09",55206,0,"United States","Miami",NULL
"E02587","Naomi Moua","Director","Sales","Specialty Products","Female","Asian",58,"2010-01-13",150633,19,"United States","Phoenix",NULL
"E02588","Liam Baker","Network Administrator","It","Specialty Products","Male","Caucasian",65,"2020-01-26",97379,0,"United States","Seattle",NULL
"E02589","Christian Liu","Director","Accounting","Research & Development","Male","Asian",57,"2000-03-29",178447,22,"China","Chengdu",NULL
"E02590","Aaron Munoz","Network Administrator","It","Manufacturing","Male","Latino",31,"2021-06-13",60827,0,"United States","Phoenix",NULL
"E02591","Levi Kang","Engineering Manager","Engineering","Manufacturing","Male","Asian",32,"2019-04-28",96951,13,"China","Chengdu",NULL
"E02592","Isaac Foster","Manager","Accounting","Specialty Products","Male","Caucasian",48,"2001-01-06",103051,9,"United States","Phoenix",NULL
"E02593","Samantha Zhu","Vice President","It","Specialty Products","Female","Asian",55,"2001-10-27",92368,30,"China","Beijing","2010-05-19"
"E02594","Vivian Watson","Development Engineer","Engineering","Specialty Products","Female","Caucasian",52,"2017-07-07",79323,0,"United States","Chicago",NULL
"E02595","Emery Hernandez","Development Engineer","Engineering","Research & Development","Female","Latino",27,"2021-07-12",75583,0,"Brazil","Manaus",NULL
"E02596","Camila Baker","Account Representative","Sales","Specialty Products","Female","Caucasian",36,"2012-09-08",73646,0,"United States","Austin",NULL
"E02597","David Bryant","Solutions Architect","It","Specialty Products","Male","Caucasian",36,"2022-08-07",64937,0,"United States","Miami",NULL
"E02598","Miles Perez","Manager","Sales","Manufacturing","Male","Latino",42,"2019-06-11",112146,6,"United States","Miami",NULL
"E02599","Elijah Hill","Sr. Analyst","Marketing","Research & Development","Male","Caucasian",48,"2018-12-16",83332,0,"United States","Austin",NULL
"E02600","Sofia Shin","Computer Systems Manager","It","Specialty Products","Female","Asian",42,"2008-04-11",66248,7,"China","Chongqing",NULL
"E02601","Ezekiel Lee","Sr. Manager","Human Resources","Research & Development","Male","Asian",37,"2019-08-22",127238,15,"China","Shanghai",NULL
"E02602","Nevaeh Truong","Network Architect","It","Specialty Products","Female","Asian",55,"2012-05-23",87857,0,"United States","Austin",NULL
"E02603","Leah Ali","Hris Analyst","Human Resources","Specialty Products","Female","Asian",62,"1999-08-20",51454,0,"United States","Seattle",NULL
"E02604","Emma Soto","Sr. Manager","Accounting","Specialty Products","Female","Latino",29,"2020-09-13",128066,11,"United States","Seattle",NULL
"E02605","Lydia Marquez","Sr. Manager","Human Resources","Corporate","Female","Latino",29,"2018-09-28",130790,10,"Brazil","Rio De Janeiro",NULL
"E02606","Cora Munoz","Vice President","Human Resources","Manufacturing","Female","Latino",45,"2004-05-17",92368,37,"United States","Austin",NULL
"E02607","Hudson Ross","Analyst","Marketing","Manufacturing","Male","Caucasian",57,"2009-10-04",54155,0,"United States","Austin",NULL
"E02608","Aiden Cheng","Vice President","Marketing","Manufacturing","Male","Asian",31,"2019-09-06",189403,36,"China","Shanghai","2021-03-31"
"E02609","Willow Vang","Sr. Analyst","Accounting","Manufacturing","Female","Asian",31,"2018-05-18",78732,0,"China","Shanghai","2019-03-11"
"E02610","Jonathan Young","Analyst","Accounting","Manufacturing","Male","Caucasian",47,"2015-04-28",55401,0,"United States","Columbus",NULL
"E02611","Isaac Rojas","System Administrator ","It","Manufacturing","Male","Latino",60,"2006-07-12",82343,0,"United States","Austin",NULL
"E02612","Dylan Guzman","Quality Engineer","Engineering","Research & Development","Male","Latino",42,"2017-03-16",66226,0,"Brazil","Sao Paulo",NULL
"E02613","Sarah Shin","Vice President","It","Manufacturing","Female","Asian",26,"2021-12-03",193435,31,"United States","Chicago",NULL
"E02614","Michael Johnson","Manager","Finance","Corporate","Male","Caucasian",57,"2011-04-18",114241,10,"United States","Miami",NULL
"E02615","Riley Vega","Director","Engineering","Research & Development","Female","Latino",25,"2022-11-11",177264,16,"Brazil","Manaus",NULL
"E02616","Benjamin Ali","Business Partner","Human Resources","Corporate","Male","Asian",53,"2016-04-12",58010,0,"United States","Seattle",NULL
"E02617","Ezekiel Cooper","Director","It","Specialty Products","Male","Black",43,"2003-03-15",154284,25,"United States","Chicago",NULL
"E02618","Lyla Walker","Analyst","Accounting","Corporate","Female","Caucasian",49,"2002-02-18",54633,0,"United States","Chicago",NULL
"E02619","Aria Cheng","Business Partner","Human Resources","Research & Development","Female","Asian",61,"1996-08-26",42829,0,"United States","Columbus",NULL
"E02620","Christopher Ramirez","Engineering Manager","Engineering","Research & Development","Male","Latino",41,"2010-03-15",118973,10,"United States","Phoenix",NULL
"E02621","Emily Roberts","Network Architect","It","Manufacturing","Female","Caucasian",56,"2018-12-29",61251,0,"United States","Miami",NULL
"E02622","Nathan Parker","Engineering Manager","Engineering","Specialty Products","Male","Caucasian",49,"2002-04-24",108636,10,"United States","Columbus",NULL
"E02623","Nora Her","Field Engineer","Engineering","Specialty Products","Female","Asian",32,"2014-04-24",68780,0,"China","Beijing",NULL
"E02624","Mia Brown","Analyst Ii","Accounting","Corporate","Female","Caucasian",30,"2016-08-10",60261,0,"United States","Seattle",NULL
"E02625","Hunter Hu","Manager","Finance","Specialty Products","Male","Asian",64,"2003-07-13",100951,5,"United States","Miami",NULL
"E02626","Luke Acosta","Network Architect","It","Specialty Products","Male","Latino",57,"2022-07-20",93872,0,"Brazil","Sao Paulo","2022-12-07"
"E02627","Sophia Griffin","Vice President","Marketing","Specialty Products","Female","Caucasian",50,"2018-06-29",181570,35,"United States","Miami","2021-10-21"
"E02628","Anthony Chu","Manager","Sales","Manufacturing","Male","Asian",61,"2003-09-30",101517,9,"United States","Seattle",NULL
